package_id,hub_id,hub_nama,kota,kecamatan_tujuan,latitude,longitude,jarak_ke_hub_km
PKT-000256,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Semampir,-7.2110873,112.7544802,10.698
PKT-000257,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Semampir,-7.1995862,112.7590819,11.436
PKT-000258,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Sambikerep,-7.2619063,112.6710969,4.444
PKT-000259,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Simokerto,-7.224,112.7675054,12.038
PKT-000260,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Kenjeran,-7.235222,112.7592619,11.198
PKT-000261,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Gayungan,-7.3447117,112.7238193,15.241
PKT-000262,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Tambaksari,-7.2556945,112.7826166,14.151
PKT-000263,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Karang Pilang,-7.3391658,112.7183168,14.413
PKT-000264,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Kenjeran,-7.2166539,112.767207,12.033
PKT-000265,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Gayungan,-7.3299103,112.7334638,14.398
PKT-000266,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Pabean Cantian,-7.2088819,112.7371523,8.851
PKT-000267,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Krembangan,-7.2376202,112.7315817,8.216
PKT-000268,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Tambaksari,-7.2560249,112.7553046,11.27
PKT-000269,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Sambikerep,-7.2721557,112.6718921,5.56
PKT-000270,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Wonocolo,-7.314162,112.7341928,13.056
PKT-000271,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Mulyorejo,-7.2450687,112.7735301,12.917
PKT-000272,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Sawahan,-7.2871739,112.7053562,8.73
PKT-000273,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Asemrowo,-7.2664541,112.7117397,7.546
PKT-000274,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Sawahan,-7.2638527,112.7241687,8.504
PKT-000275,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Rungkut,-7.3158089,112.7841764,17.227
PKT-000276,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Tandes,-7.2753108,112.6561987,5.712
PKT-000277,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Bubutan,-7.2477034,112.7394732,9.326
PKT-000278,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Wonocolo,-7.3209847,112.7489521,14.701
PKT-000279,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Wiyung,-7.3252734,112.687836,11.722
PKT-000280,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Sukolilo,-7.3208882,112.7649636,15.947
PKT-000281,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Bulak,-7.2448793,112.8031494,16.138
PKT-000282,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Sukolilo,-7.2985112,112.7967193,17.364
PKT-000283,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Jambangan,-7.3496539,112.7001801,14.714
PKT-000284,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Gayungan,-7.3363784,112.7173999,14.091
PKT-000285,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Sambikerep,-7.2736886,112.6462893,5.685
PKT-000286,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Wonokromo,-7.3158446,112.7184142,12.173
PKT-000287,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Lakarsantri,-7.2936531,112.6612203,7.753
PKT-000288,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Tegalsari,-7.2808718,112.7348185,10.54
PKT-000289,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Gunung Anyar,-7.3472571,112.7738152,18.708
PKT-000290,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Pakal,-7.2291212,112.6003292,6.429
PKT-000291,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Wonocolo,-7.3342792,112.7381802,15.096
PKT-000292,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Sukomanunggal,-7.2631669,112.6797492,4.953
PKT-000293,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Tambaksari,-7.2435187,112.7723359,12.757
PKT-000294,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Pakal,-7.2239744,112.6063075,5.744
PKT-000295,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Wonokromo,-7.3004658,112.7392595,12.325
PKT-000296,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Jambangan,-7.3357232,112.7101158,13.672
PKT-000297,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Asemrowo,-7.2696015,112.7031483,7.079
PKT-000298,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Semampir,-7.2282881,112.7375391,8.745
PKT-000299,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Asemrowo,-7.2540244,112.7112512,6.721
PKT-000300,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Tandes,-7.2740277,112.6754515,5.874
PKT-000301,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Pakal,-7.2194396,112.6115333,5.192
PKT-000302,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Tenggilis Mejoyo,-7.3199042,112.7648855,15.867
PKT-000303,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Krembangan,-7.226436,112.7322246,8.151
PKT-000304,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Mulyorejo,-7.2375325,112.7818025,13.698
PKT-000305,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Tambaksari,-7.2351285,112.7620648,11.505
PKT-000306,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Rungkut,-7.340763,112.7812907,18.772
PKT-000307,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Wonokromo,-7.3040768,112.7280377,11.762
PKT-000308,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Semampir,-7.2056464,112.7505478,10.37
PKT-000309,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Krembangan,-7.2337021,112.7372289,8.765
PKT-000310,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Kenjeran,-7.2458942,112.7672889,12.258
PKT-000311,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Jambangan,-7.3058094,112.721938,11.486
PKT-000312,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Jambangan,-7.3475752,112.7273234,15.706
PKT-000313,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Wonokromo,-7.3008112,112.740602,12.459
PKT-000314,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Bulak,-7.2456547,112.8100506,16.903
PKT-000315,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Pabean Cantian,-7.2230805,112.7333298,8.269
PKT-000316,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Krembangan,-7.2488621,112.7322298,8.603
PKT-000317,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Gayungan,-7.3444569,112.7221425,15.13
PKT-000318,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Dukuh Pakis,-7.2804127,112.6961806,7.533
PKT-000319,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Jambangan,-7.3235008,112.7098585,12.437
PKT-000320,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Bulak,-7.2665122,112.7995199,16.271
PKT-000321,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Sukomanunggal,-7.2819695,112.7048625,8.238
PKT-000322,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Tegalsari,-7.2796408,112.7290296,9.951
PKT-000323,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Simokerto,-7.2251872,112.7571504,10.896
PKT-000324,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Gubeng,-7.2808729,112.7606005,12.929
PKT-000325,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Jambangan,-7.337375,112.718601,14.251
PKT-000326,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Tambaksari,-7.2446145,112.7682498,12.335
PKT-000327,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Jambangan,-7.3278797,112.7076971,12.769
PKT-000328,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Semampir,-7.2125246,112.7425803,9.376
PKT-000329,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Kenjeran,-7.2278179,112.7525818,10.4
PKT-000330,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Jambangan,-7.3323729,112.7288625,14.342
PKT-000331,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Krembangan,-7.2458346,112.738222,9.136
PKT-000332,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Wonocolo,-7.3067218,112.7288351,12.043
PKT-000333,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Krembangan,-7.2340862,112.7321814,8.218
PKT-000334,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Sawahan,-7.2731715,112.7078398,7.725
PKT-000335,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Mulyorejo,-7.2636332,112.7705103,13.131
PKT-000336,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Pakal,-7.2344946,112.5902119,7.61
PKT-000337,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Pakal,-7.2525911,112.6148165,5.763
PKT-000338,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Genteng,-7.2479984,112.7509554,10.555
PKT-000339,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Sambikerep,-7.2773417,112.6645614,5.972
PKT-000340,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Rungkut,-7.3217255,112.7932267,18.421
PKT-000341,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Pabean Cantian,-7.2145642,112.7259649,7.529
PKT-000342,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Sukolilo,-7.3097122,112.7718978,15.737
PKT-000343,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Pabean Cantian,-7.2149617,112.7588554,11.129
PKT-000344,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Rungkut,-7.3203012,112.7977774,18.738
PKT-000345,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Tambaksari,-7.2511728,112.7692342,12.596
PKT-000346,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Tenggilis Mejoyo,-7.3297831,112.7600873,16.256
PKT-000347,H03,GATEWAY J&T CARGO SURABAYA,Surabaya,Krembangan,-7.2314728,112.7418345,9.244
PKT-000348,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Gubeng,-7.2873241,112.7845756,10.597
PKT-000349,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Wonocolo,-7.3170363,112.7604333,9.94
PKT-000350,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Asemrowo,-7.2304129,112.7049574,3.251
PKT-000351,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Pakal,-7.2344592,112.6238236,8.083
PKT-000352,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Gubeng,-7.2833797,112.7733863,9.288
PKT-000353,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Benowo,-7.2337317,112.6437098,6.075
PKT-000354,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Wiyung,-7.2881967,112.6890753,3.468
PKT-000355,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Gayungan,-7.3321484,112.7219086,8.897
PKT-000356,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Kenjeran,-7.2225129,112.7462869,7.001
PKT-000357,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Genteng,-7.2629279,112.7696106,8.431
PKT-000358,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Kenjeran,-7.2192015,112.7607018,8.549
PKT-000359,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Asemrowo,-7.2661414,112.692848,0.984
PKT-000360,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Bulak,-7.2390376,112.7774348,9.491
PKT-000361,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Rungkut,-7.3397012,112.7627362,11.935
PKT-000362,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Sawahan,-7.2492919,112.7218077,3.259
PKT-000363,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Sambikerep,-7.2909746,112.6444075,6.573
PKT-000364,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Sukolilo,-7.2920448,112.7736068,9.655
PKT-000365,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Karang Pilang,-7.330794,112.7084949,8.34
PKT-000366,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Krembangan,-7.2304075,112.7233187,4.455
PKT-000367,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Wonokromo,-7.2818362,112.7282909,4.718
PKT-000368,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Wiyung,-7.2874752,112.6733332,4.018
PKT-000369,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Simokerto,-7.2319061,112.735656,5.451
PKT-000370,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Dukuh Pakis,-7.276822,112.6721675,3.192
PKT-000371,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Sukolilo,-7.2814831,112.8029743,12.383
PKT-000372,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Jambangan,-7.3318949,112.6975489,8.307
PKT-000373,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Sukomanunggal,-7.2482058,112.6891135,1.116
PKT-000374,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Gunung Anyar,-7.3287182,112.7745121,11.963
PKT-000375,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Wiyung,-7.3241678,112.684923,7.493
PKT-000376,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Pabean Cantian,-7.2165082,112.7237166,5.637
PKT-000377,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Sukomanunggal,-7.2567033,112.6683513,2.762
PKT-000378,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Pakal,-7.2417009,112.5966998,10.806
PKT-000379,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Kenjeran,-7.2106099,112.7584929,8.862
PKT-000380,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Bubutan,-7.2592822,112.7227389,3.245
PKT-000381,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Sawahan,-7.2578223,112.6936485,0.064
PKT-000382,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Tandes,-7.2607029,112.6638152,3.284
PKT-000383,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Sambikerep,-7.2648719,112.6502486,4.832
PKT-000384,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Semampir,-7.2079461,112.7573775,8.941
PKT-000385,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Krembangan,-7.2299083,112.7409349,6.065
PKT-000386,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Pabean Cantian,-7.199273,112.7272111,7.454
PKT-000387,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Krembangan,-7.255233,112.740622,5.215
PKT-000388,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Rungkut,-7.3093209,112.7697751,10.22
PKT-000389,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Tegalsari,-7.2877233,112.7353573,5.733
PKT-000390,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Simokerto,-7.241981,112.7716547,8.8
PKT-000391,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Asemrowo,-7.280283,112.7151027,3.502
PKT-000392,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Jambangan,-7.3410181,112.732106,10.241
PKT-000393,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Sawahan,-7.2767561,112.7259226,4.19
PKT-000394,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Asemrowo,-7.2253553,112.6993489,3.613
PKT-000395,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Tegalsari,-7.2923296,112.7394233,6.399
PKT-000396,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Sawahan,-7.28926,112.692634,3.554
PKT-000397,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Sambikerep,-7.2722815,112.6450089,5.59
PKT-000398,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Rungkut,-7.3203378,112.7733345,11.264
PKT-000399,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Tegalsari,-7.2749968,112.7265656,4.155
PKT-000400,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Asemrowo,-7.2500686,112.6971377,0.905
PKT-000401,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Gayungan,-7.3169231,112.745875,8.801
PKT-000402,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Benowo,-7.236174,112.6449438,5.838
PKT-000403,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Tenggilis Mejoyo,-7.3124965,112.773394,10.749
PKT-000404,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Benowo,-7.2432694,112.6542607,4.589
PKT-000405,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Tenggilis Mejoyo,-7.3195815,112.7683719,10.787
PKT-000406,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Lakarsantri,-7.3067707,112.6675636,6.194
PKT-000407,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Karang Pilang,-7.3527229,112.6997185,10.633
PKT-000408,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Semampir,-7.2248562,112.7552008,7.714
PKT-000409,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Gubeng,-7.2674828,112.7647094,7.948
PKT-000410,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Simokerto,-7.2528023,112.7413866,5.318
PKT-000411,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Bubutan,-7.2367183,112.7229818,3.987
PKT-000412,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Tambaksari,-7.252949,112.7652963,7.947
PKT-000413,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Semampir,-7.2072471,112.7414761,7.689
PKT-000414,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Pakal,-7.2613201,112.610116,9.196
PKT-000415,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Sukolilo,-7.2925006,112.773098,9.624
PKT-000416,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Rungkut,-7.3135612,112.7848872,11.874
PKT-000417,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Sawahan,-7.285197,112.7072248,3.457
PKT-000418,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Sukomanunggal,-7.2545281,112.692969,0.312
PKT-000419,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Tambaksari,-7.2635331,112.767182,8.169
PKT-000420,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Tenggilis Mejoyo,-7.3272065,112.7359891,9.083
PKT-000421,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Sawahan,-7.2586476,112.7063603,1.439
PKT-000422,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Jambangan,-7.3212616,112.7259256,7.966
PKT-000423,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Mulyorejo,-7.282192,112.7944421,11.485
PKT-000424,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Sukomanunggal,-7.2734458,112.6961083,1.82
PKT-000425,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Karang Pilang,-7.3370419,112.7112417,9.082
PKT-000426,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Simokerto,-7.2234195,112.7757671,9.837
PKT-000427,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Sukolilo,-7.2966706,112.781936,10.703
PKT-000428,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Karang Pilang,-7.3178374,112.7138983,7.101
PKT-000429,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Tenggilis Mejoyo,-7.3175486,112.7610079,10.025
PKT-000430,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Simokerto,-7.2483498,112.7499718,6.32
PKT-000431,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Pakal,-7.2558611,112.6212648,7.957
PKT-000432,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Simokerto,-7.2386076,112.7302507,4.567
PKT-000433,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Bulak,-7.2318305,112.7981991,11.903
PKT-000434,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Tandes,-7.2664212,112.6809573,1.705
PKT-000435,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Asemrowo,-7.2457891,112.7162061,2.824
PKT-000436,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Jambangan,-7.3064632,112.7276353,6.644
PKT-000437,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Gunung Anyar,-7.331509,112.7744599,12.167
PKT-000438,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Mulyorejo,-7.2554205,112.7617828,7.547
PKT-000439,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Gayungan,-7.3252923,112.7108816,7.802
PKT-000440,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Sawahan,-7.2843501,112.7110884,3.585
PKT-000441,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Pabean Cantian,-7.2120276,112.7247422,6.108
PKT-000442,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Lakarsantri,-7.3090757,112.6812103,5.911
PKT-000443,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Bubutan,-7.2469468,112.7346849,4.699
PKT-000444,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Jambangan,-7.313406,112.7268303,7.247
PKT-000445,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Sukolilo,-7.290406,112.7922107,11.505
PKT-000446,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Benowo,-7.2386552,112.6539838,4.816
PKT-000447,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Sukomanunggal,-7.2782887,112.6986462,2.404
PKT-000448,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Gunung Anyar,-7.3425299,112.7778277,13.287
PKT-000449,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Simokerto,-7.2431464,112.7519009,6.644
PKT-000450,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Sambikerep,-7.2633139,112.6699292,2.672
PKT-000451,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Sambikerep,-7.278578,112.645239,5.814
PKT-000452,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Pabean Cantian,-7.2306696,112.7402886,5.961
PKT-000453,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Karang Pilang,-7.3364515,112.7224351,9.366
PKT-000454,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Pakal,-7.2388811,112.6132556,9.073
PKT-000455,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Pabean Cantian,-7.2223261,112.7206515,4.917
PKT-000456,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Pabean Cantian,-7.2194183,112.740651,6.703
PKT-000457,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Kenjeran,-7.214385,112.7712282,9.824
PKT-000458,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Simokerto,-7.237115,112.7601523,7.699
PKT-000459,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Wiyung,-7.3130599,112.6936477,6.2
PKT-000460,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Semampir,-7.2144698,112.744321,7.366
PKT-000461,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Sukomanunggal,-7.277216,112.6917268,2.222
PKT-000462,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Krembangan,-7.2277731,112.7127229,3.916
PKT-000463,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Sukolilo,-7.3162138,112.7909174,12.595
PKT-000464,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Karang Pilang,-7.3073867,112.7060156,5.74
PKT-000465,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Jambangan,-7.3288472,112.7248349,8.678
PKT-000466,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Sukomanunggal,-7.2719891,112.6816088,2.087
PKT-000467,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Pakal,-7.2608999,112.6257555,7.471
PKT-000468,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Lakarsantri,-7.3010328,112.6459675,7.141
PKT-000469,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Tegalsari,-7.2798673,112.724186,4.223
PKT-000470,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Karang Pilang,-7.3287103,112.6956096,7.944
PKT-000471,H04,Gateway Mini J&T Surabaya Barat,Surabaya,Gubeng,-7.2820619,112.7586787,7.71
PKT-000472,H05,JNE Express,Malang,Kedungkandang,-7.9772142,112.6828976,5.223
PKT-000473,H05,JNE Express,Malang,Klojen,-7.9799336,112.6294061,0.993
PKT-000474,H05,JNE Express,Malang,Sukun,-7.9934599,112.6373176,2.231
PKT-000475,H05,JNE Express,Malang,Kedungkandang,-7.9838975,112.6411487,1.31
PKT-000476,H05,JNE Express,Malang,Blimbing,-7.9565345,112.6506963,2.51
PKT-000477,H05,JNE Express,Malang,Blimbing,-7.9539831,112.6501079,2.691
PKT-000478,H05,JNE Express,Malang,Klojen,-7.9652719,112.6480003,1.64
PKT-000479,H05,JNE Express,Malang,Lowokwaru,-7.9578537,112.6137604,2.968
PKT-000480,H05,JNE Express,Malang,Sukun,-8.0256959,112.6266174,5.891
PKT-000481,H05,JNE Express,Malang,Sukun,-8.0142891,112.6462812,4.688
PKT-000482,H05,JNE Express,Malang,Kedungkandang,-7.9782627,112.6663338,3.424
PKT-000483,H05,JNE Express,Malang,Lowokwaru,-7.9573233,112.5948914,4.831
PKT-000484,H05,JNE Express,Malang,Sukun,-7.9873791,112.6230163,2.078
PKT-000485,H05,JNE Express,Malang,Kedungkandang,-7.98398,112.6635073,3.286
PKT-000486,H05,JNE Express,Malang,Kedungkandang,-7.9785323,112.6586253,2.595
PKT-000487,H05,JNE Express,Malang,Klojen,-7.9846319,112.6205119,2.076
PKT-000488,H05,JNE Express,Malang,Lowokwaru,-7.9686144,112.5961889,4.376
PKT-000489,H05,JNE Express,Malang,Klojen,-7.9944659,112.6364613,2.337
PKT-000490,H05,JNE Express,Malang,Blimbing,-7.9628838,112.6561533,2.549
PKT-000491,H05,JNE Express,Malang,Blimbing,-7.9447354,112.6406977,3.244
PKT-000492,H05,JNE Express,Malang,Kedungkandang,-7.9759444,112.6621833,2.938
PKT-000493,H05,JNE Express,Malang,Blimbing,-7.9392882,112.6485875,4.06
PKT-000494,H05,JNE Express,Malang,Lowokwaru,-7.9590384,112.6079129,3.448
PKT-000495,H05,JNE Express,Malang,Kedungkandang,-7.9874923,112.6696212,4.056
PKT-000496,H05,JNE Express,Malang,Lowokwaru,-7.9404511,112.5927866,5.978
PKT-000497,H05,JNE Express,Malang,Klojen,-7.9700578,112.6132781,2.49
PKT-000498,H05,JNE Express,Malang,Klojen,-7.9813671,112.643006,1.197
